EBNO,Mod,RateRS,RateConv,BerEst
-5.8,4FSK,[223 255],'1/2',0.509809417040359
-5.7,4FSK,[223 255],'1/2',0
-5.6,4FSK,[223 255],'1/2',0.492713004484305
-5.5,4FSK,[223 255],'1/2',0
-5.4,4FSK,[223 255],'1/2',0.510930493273543
-5.3,4FSK,[223 255],'1/2',0
-5.2,4FSK,[223 255],'1/2',0.501121076233184
-5.1,4FSK,[223 255],'1/2',0
-5,4FSK,[223 255],'1/2',0.493553811659193
-4.9,4FSK,[223 255],'1/2',0
-4.8,4FSK,[223 255],'1/2',0.479820627802691
-4.7,4FSK,[223 255],'1/2',0
-4.6,4FSK,[223 255],'1/2',0.49719730941704
-4.5,4FSK,[223 255],'1/2',0
-4.4,4FSK,[223 255],'1/2',0.482343049327354
-4.3,4FSK,[223 255],'1/2',0
-4.2,4FSK,[223 255],'1/2',0.487948430493274
-4.1,4FSK,[223 255],'1/2',0
-4,4FSK,[223 255],'1/2',0.492713004484305
-3.9,4FSK,[223 255],'1/2',0
-3.8,4FSK,[223 255],'1/2',0.485145739910314
-3.7,4FSK,[223 255],'1/2',0
-3.6,4FSK,[223 255],'1/2',0.48262331838565
-3.5,4FSK,[223 255],'1/2',0
-3.4,4FSK,[223 255],'1/2',0.484304932735426
-3.3,4FSK,[223 255],'1/2',0
-3.2,4FSK,[223 255],'1/2',0.502522421524664
-3.1,4FSK,[223 255],'1/2',0
-3,4FSK,[223 255],'1/2',0.489069506726457
-2.9,4FSK,[223 255],'1/2',0
-2.8,4FSK,[223 255],'1/2',0.493834080717489
-2.7,4FSK,[223 255],'1/2',0
-2.6,4FSK,[223 255],'1/2',0.502522421524664
-2.5,4FSK,[223 255],'1/2',0
-2.4,4FSK,[223 255],'1/2',0.518217488789238
-2.3,4FSK,[223 255],'1/2',0
-2.2,4FSK,[223 255],'1/2',0.487387892376682
-2.1,4FSK,[223 255],'1/2',0
-2,4FSK,[223 255],'1/2',0.487948430493274
-1.9,4FSK,[223 255],'1/2',0
-1.8,4FSK,[223 255],'1/2',0.487948430493274
-1.7,4FSK,[223 255],'1/2',0
-1.6,4FSK,[223 255],'1/2',0.479540358744395
-1.5,4FSK,[223 255],'1/2',0
-1.4,4FSK,[223 255],'1/2',0.466087443946188
-1.3,4FSK,[223 255],'1/2',0
-1.2,4FSK,[223 255],'1/2',0.457679372197309
-1.1,4FSK,[223 255],'1/2',0
-1,4FSK,[223 255],'1/2',0.454596412556054
-0.9,4FSK,[223 255],'1/2',0
-0.799999999999999,4FSK,[223 255],'1/2',0.430773542600897
-0.699999999999999,4FSK,[223 255],'1/2',0
-0.6,4FSK,[223 255],'1/2',0.476737668161435
-0.5,4FSK,[223 255],'1/2',0
-0.399999999999999,4FSK,[223 255],'1/2',0.448991031390135
-0.299999999999999,4FSK,[223 255],'1/2',0
-0.199999999999999,4FSK,[223 255],'1/2',0.447309417040359
-0.0999999999999996,4FSK,[223 255],'1/2',0
0,4FSK,[223 255],'1/2',0.426289237668161
0.100000000000001,4FSK,[223 255],'1/2',0
0.200000000000001,4FSK,[223 255],'1/2',0.424887892376682
0.300000000000001,4FSK,[223 255],'1/2',0
0.4,4FSK,[223 255],'1/2',0.408071748878924
0.5,4FSK,[223 255],'1/2',0
0.600000000000001,4FSK,[223 255],'1/2',0.424887892376682
0.700000000000001,4FSK,[223 255],'1/2',0
0.800000000000001,4FSK,[223 255],'1/2',0.392096412556054
0.9,4FSK,[223 255],'1/2',0
1,4FSK,[223 255],'1/2',0.354820627802691
1.1,4FSK,[223 255],'1/2',0
1.2,4FSK,[223 255],'1/2',0.385650224215247
1.3,4FSK,[223 255],'1/2',0
1.4,4FSK,[223 255],'1/2',0.375560538116592
1.5,4FSK,[223 255],'1/2',0
1.6,4FSK,[223 255],'1/2',0.330437219730942
1.7,4FSK,[223 255],'1/2',0
1.8,4FSK,[223 255],'1/2',0.288957399103139
1.9,4FSK,[223 255],'1/2',0
2,4FSK,[223 255],'1/2',0.285313901345291
2.1,4FSK,[223 255],'1/2',0
2.2,4FSK,[223 255],'1/2',0.245515695067265
2.3,4FSK,[223 255],'1/2',0
2.4,4FSK,[223 255],'1/2',0.232249626307922
2.5,4FSK,[223 255],'1/2',0
2.6,4FSK,[223 255],'1/2',0.221973094170404
2.7,4FSK,[223 255],'1/2',0
2.8,4FSK,[223 255],'1/2',0.199551569506726
2.9,4FSK,[223 255],'1/2',0
3,4FSK,[223 255],'1/2',0.167881165919283
3.1,4FSK,[223 255],'1/2',0
3.2,4FSK,[223 255],'1/2',0.161434977578475
3.3,4FSK,[223 255],'1/2',0
3.4,4FSK,[223 255],'1/2',0.123878923766816
3.5,4FSK,[223 255],'1/2',0
3.6,4FSK,[223 255],'1/2',0.117488789237668
3.7,4FSK,[223 255],'1/2',0
3.8,4FSK,[223 255],'1/2',0.0980941704035874
3.9,4FSK,[223 255],'1/2',0
4,4FSK,[223 255],'1/2',0.0758828475336323
4.1,4FSK,[223 255],'1/2',0
4.2,4FSK,[223 255],'1/2',0.0582399103139013
4.3,4FSK,[223 255],'1/2',0
4.4,4FSK,[223 255],'1/2',0.0566704035874439
4.5,4FSK,[223 255],'1/2',0
4.6,4FSK,[223 255],'1/2',0.0347203903983118
4.7,4FSK,[223 255],'1/2',0
4.8,4FSK,[223 255],'1/2',0.0251511015792552
4.9,4FSK,[223 255],'1/2',0
5,4FSK,[223 255],'1/2',0.0143497757847534
5.1,4FSK,[223 255],'1/2',0
5.2,4FSK,[223 255],'1/2',0.00701018656922992
5.3,4FSK,[223 255],'1/2',0
5.4,4FSK,[223 255],'1/2',0.00163294017158433
5.5,4FSK,[223 255],'1/2',0
5.6,4FSK,[223 255],'1/2',0.000234816880032288
5.7,4FSK,[223 255],'1/2',0
5.8,4FSK,[223 255],'1/2',9.77163275998817e-05
5.9,4FSK,[223 255],'1/2',0
6,4FSK,[223 255],'1/2',1.25795224832921e-05
6.1,4FSK,[223 255],'1/2',0
6.2,4FSK,[223 255],'1/2',2.41999186882732e-06
6.3,4FSK,[223 255],'1/2',0
6.4,4FSK,[223 255],'1/2',6.49997816007338e-07
6.5,4FSK,[223 255],'1/2',0
6.6,4FSK,[223 255],'1/2',0
6.7,4FSK,[223 255],'1/2',0
6.8,4FSK,[223 255],'1/2',0
6.9,4FSK,[223 255],'1/2',0
7,4FSK,[223 255],'1/2',0
7.1,4FSK,[223 255],'1/2',0
7.2,4FSK,[223 255],'1/2',0
7.3,4FSK,[223 255],'1/2',0
7.4,4FSK,[223 255],'1/2',0
7.5,4FSK,[223 255],'1/2',0
7.6,4FSK,[223 255],'1/2',0
7.7,4FSK,[223 255],'1/2',0
7.8,4FSK,[223 255],'1/2',0
7.9,4FSK,[223 255],'1/2',0
8,4FSK,[223 255],'1/2',0
8.1,4FSK,[223 255],'1/2',0
8.2,4FSK,[223 255],'1/2',0
8.3,4FSK,[223 255],'1/2',0
8.4,4FSK,[223 255],'1/2',0
8.5,4FSK,[223 255],'1/2',0
8.6,4FSK,[223 255],'1/2',0
8.7,4FSK,[223 255],'1/2',0
8.8,4FSK,[223 255],'1/2',0
8.9,4FSK,[223 255],'1/2',0
9,4FSK,[223 255],'1/2',0
9.1,4FSK,[223 255],'1/2',0
9.2,4FSK,[223 255],'1/2',0
9.3,4FSK,[223 255],'1/2',0
9.4,4FSK,[223 255],'1/2',0
9.5,4FSK,[223 255],'1/2',0
9.6,4FSK,[223 255],'1/2',0
9.7,4FSK,[223 255],'1/2',0
9.8,4FSK,[223 255],'1/2',0
9.9,4FSK,[223 255],'1/2',0
10,4FSK,[223 255],'1/2',0
10.1,4FSK,[223 255],'1/2',0
10.2,4FSK,[223 255],'1/2',0
10.3,4FSK,[223 255],'1/2',0
10.4,4FSK,[223 255],'1/2',0
10.5,4FSK,[223 255],'1/2',0
10.6,4FSK,[223 255],'1/2',0
10.7,4FSK,[223 255],'1/2',0
10.8,4FSK,[223 255],'1/2',0
10.9,4FSK,[223 255],'1/2',0
11,4FSK,[223 255],'1/2',0
11.1,4FSK,[223 255],'1/2',0
11.2,4FSK,[223 255],'1/2',0
11.3,4FSK,[223 255],'1/2',0
11.4,4FSK,[223 255],'1/2',0
11.5,4FSK,[223 255],'1/2',0
11.6,4FSK,[223 255],'1/2',0
11.7,4FSK,[223 255],'1/2',0
11.8,4FSK,[223 255],'1/2',0
11.9,4FSK,[223 255],'1/2',0
12,4FSK,[223 255],'1/2',0
12.1,4FSK,[223 255],'1/2',0
12.2,4FSK,[223 255],'1/2',0
12.3,4FSK,[223 255],'1/2',0
12.4,4FSK,[223 255],'1/2',0
12.5,4FSK,[223 255],'1/2',0
12.6,4FSK,[223 255],'1/2',0
12.7,4FSK,[223 255],'1/2',0
12.8,4FSK,[223 255],'1/2',0
12.9,4FSK,[223 255],'1/2',0
13,4FSK,[223 255],'1/2',0
13.1,4FSK,[223 255],'1/2',0
13.2,4FSK,[223 255],'1/2',0
13.3,4FSK,[223 255],'1/2',0
13.4,4FSK,[223 255],'1/2',0
13.5,4FSK,[223 255],'1/2',0
13.6,4FSK,[223 255],'1/2',0
13.7,4FSK,[223 255],'1/2',0
13.8,4FSK,[223 255],'1/2',0
13.9,4FSK,[223 255],'1/2',0
14,4FSK,[223 255],'1/2',0
14.1,4FSK,[223 255],'1/2',0
14.2,4FSK,[223 255],'1/2',0
14.3,4FSK,[223 255],'1/2',0
14.4,4FSK,[223 255],'1/2',0
14.5,4FSK,[223 255],'1/2',0
14.6,4FSK,[223 255],'1/2',0
14.7,4FSK,[223 255],'1/2',0
14.8,4FSK,[223 255],'1/2',0
14.9,4FSK,[223 255],'1/2',0
15,4FSK,[223 255],'1/2',0
15.1,4FSK,[223 255],'1/2',0
15.2,4FSK,[223 255],'1/2',0
15.3,4FSK,[223 255],'1/2',0
15.4,4FSK,[223 255],'1/2',0
15.5,4FSK,[223 255],'1/2',0
15.6,4FSK,[223 255],'1/2',0
15.7,4FSK,[223 255],'1/2',0
15.8,4FSK,[223 255],'1/2',0
15.9,4FSK,[223 255],'1/2',0
16,4FSK,[223 255],'1/2',0
16.1,4FSK,[223 255],'1/2',0
16.2,4FSK,[223 255],'1/2',0
16.3,4FSK,[223 255],'1/2',0
16.4,4FSK,[223 255],'1/2',0
16.5,4FSK,[223 255],'1/2',0
16.6,4FSK,[223 255],'1/2',0
16.7,4FSK,[223 255],'1/2',0
16.8,4FSK,[223 255],'1/2',0
16.9,4FSK,[223 255],'1/2',0
17,4FSK,[223 255],'1/2',0
17.1,4FSK,[223 255],'1/2',0
17.2,4FSK,[223 255],'1/2',0
17.3,4FSK,[223 255],'1/2',0
17.4,4FSK,[223 255],'1/2',0
17.5,4FSK,[223 255],'1/2',0
17.6,4FSK,[223 255],'1/2',0
17.7,4FSK,[223 255],'1/2',0
17.8,4FSK,[223 255],'1/2',0
17.9,4FSK,[223 255],'1/2',0
18,4FSK,[223 255],'1/2',0
18.1,4FSK,[223 255],'1/2',0
18.2,4FSK,[223 255],'1/2',0
18.3,4FSK,[223 255],'1/2',0
18.4,4FSK,[223 255],'1/2',0
18.5,4FSK,[223 255],'1/2',0
18.6,4FSK,[223 255],'1/2',0
18.7,4FSK,[223 255],'1/2',0
18.8,4FSK,[223 255],'1/2',0
18.9,4FSK,[223 255],'1/2',0
19,4FSK,[223 255],'1/2',0
19.1,4FSK,[223 255],'1/2',0
19.2,4FSK,[223 255],'1/2',0
19.3,4FSK,[223 255],'1/2',0
19.4,4FSK,[223 255],'1/2',0
19.5,4FSK,[223 255],'1/2',0
19.6,4FSK,[223 255],'1/2',0
19.7,4FSK,[223 255],'1/2',0
19.8,4FSK,[223 255],'1/2',0
19.9,4FSK,[223 255],'1/2',0
20,4FSK,[223 255],'1/2',0
-10,4FSK,[223 255],'2/3',0.499719730941704
-9.9,4FSK,[223 255],'2/3',0
-9.8,4FSK,[223 255],'2/3',0.496636771300448
-9.7,4FSK,[223 255],'2/3',0
-9.6,4FSK,[223 255],'2/3',0.48542600896861
-9.5,4FSK,[223 255],'2/3',0
-9.4,4FSK,[223 255],'2/3',0.501121076233184
-9.3,4FSK,[223 255],'2/3',0
-9.2,4FSK,[223 255],'2/3',0.504484304932735
-9.1,4FSK,[223 255],'2/3',0
-9,4FSK,[223 255],'2/3',0.498878923766816
-8.9,4FSK,[223 255],'2/3',0
-8.8,4FSK,[223 255],'2/3',0.49859865470852
-8.7,4FSK,[223 255],'2/3',0
-8.6,4FSK,[223 255],'2/3',0.501961883408072
-8.5,4FSK,[223 255],'2/3',0
-8.4,4FSK,[223 255],'2/3',0.501961883408072
-8.3,4FSK,[223 255],'2/3',0
-8.2,4FSK,[223 255],'2/3',0.505325112107623
-8.1,4FSK,[223 255],'2/3',0
-8,4FSK,[223 255],'2/3',0.500280269058296
-7.9,4FSK,[223 255],'2/3',0
-7.8,4FSK,[223 255],'2/3',0.504484304932735
-7.7,4FSK,[223 255],'2/3',0
-7.6,4FSK,[223 255],'2/3',0.509248878923767
-7.5,4FSK,[223 255],'2/3',0
-7.4,4FSK,[223 255],'2/3',0.50140134529148
-7.3,4FSK,[223 255],'2/3',0
-7.2,4FSK,[223 255],'2/3',0.514293721973094
-7.1,4FSK,[223 255],'2/3',0
-7,4FSK,[223 255],'2/3',0.490470852017937
-6.9,4FSK,[223 255],'2/3',0
-6.8,4FSK,[223 255],'2/3',0.50420403587444
-6.7,4FSK,[223 255],'2/3',0
-6.6,4FSK,[223 255],'2/3',0.485986547085202
-6.5,4FSK,[223 255],'2/3',0
-6.4,4FSK,[223 255],'2/3',0.507006726457399
-6.3,4FSK,[223 255],'2/3',0
-6.2,4FSK,[223 255],'2/3',0.508688340807175
-6.1,4FSK,[223 255],'2/3',0
-6,4FSK,[223 255],'2/3',0.505325112107623
-5.9,4FSK,[223 255],'2/3',0
-5.8,4FSK,[223 255],'2/3',0.507567264573991
-5.7,4FSK,[223 255],'2/3',0
-5.6,4FSK,[223 255],'2/3',0.496636771300448
-5.5,4FSK,[223 255],'2/3',0
-5.4,4FSK,[223 255],'2/3',0.496917040358744
-5.3,4FSK,[223 255],'2/3',0
-5.2,4FSK,[223 255],'2/3',0.490470852017937
-5.1,4FSK,[223 255],'2/3',0
-5,4FSK,[223 255],'2/3',0.496917040358744
-4.9,4FSK,[223 255],'2/3',0
-4.8,4FSK,[223 255],'2/3',0.491591928251121
-4.7,4FSK,[223 255],'2/3',0
-4.6,4FSK,[223 255],'2/3',0.496356502242152
-4.5,4FSK,[223 255],'2/3',0
-4.4,4FSK,[223 255],'2/3',0.499159192825112
-4.3,4FSK,[223 255],'2/3',0
-4.2,4FSK,[223 255],'2/3',0.513452914798206
-4.1,4FSK,[223 255],'2/3',0
-4,4FSK,[223 255],'2/3',0.506446188340807
-3.9,4FSK,[223 255],'2/3',0
-3.8,4FSK,[223 255],'2/3',0.530829596412556
-3.7,4FSK,[223 255],'2/3',0
-3.6,4FSK,[223 255],'2/3',0.502522421524664
-3.5,4FSK,[223 255],'2/3',0
-3.4,4FSK,[223 255],'2/3',0.511491031390135
-3.3,4FSK,[223 255],'2/3',0
-3.2,4FSK,[223 255],'2/3',0.504764573991031
-3.1,4FSK,[223 255],'2/3',0
-3,4FSK,[223 255],'2/3',0.496636771300448
-2.9,4FSK,[223 255],'2/3',0
-2.8,4FSK,[223 255],'2/3',0.501961883408072
-2.7,4FSK,[223 255],'2/3',0
-2.6,4FSK,[223 255],'2/3',0.490470852017937
-2.5,4FSK,[223 255],'2/3',0
-2.4,4FSK,[223 255],'2/3',0.512892376681614
-2.3,4FSK,[223 255],'2/3',0
-2.2,4FSK,[223 255],'2/3',0.49719730941704
-2.1,4FSK,[223 255],'2/3',0
-2,4FSK,[223 255],'2/3',0.486266816143498
-1.9,4FSK,[223 255],'2/3',0
-1.8,4FSK,[223 255],'2/3',0.502242152466368
-1.7,4FSK,[223 255],'2/3',0
-1.6,4FSK,[223 255],'2/3',0.493553811659193
-1.5,4FSK,[223 255],'2/3',0
-1.4,4FSK,[223 255],'2/3',0.496636771300448
-1.3,4FSK,[223 255],'2/3',0
-1.2,4FSK,[223 255],'2/3',0.508688340807175
-1.1,4FSK,[223 255],'2/3',0
-1,4FSK,[223 255],'2/3',0.485145739910314
-0.9,4FSK,[223 255],'2/3',0
-0.799999999999999,4FSK,[223 255],'2/3',0.49719730941704
-0.699999999999999,4FSK,[223 255],'2/3',0
-0.6,4FSK,[223 255],'2/3',0.489630044843049
-0.5,4FSK,[223 255],'2/3',0
-0.399999999999999,4FSK,[223 255],'2/3',0.499719730941704
-0.299999999999999,4FSK,[223 255],'2/3',0
-0.199999999999999,4FSK,[223 255],'2/3',0.475896860986547
-0.0999999999999996,4FSK,[223 255],'2/3',0
0,4FSK,[223 255],'2/3',0.478139013452915
0.100000000000001,4FSK,[223 255],'2/3',0
0.200000000000001,4FSK,[223 255],'2/3',0.481782511210762
0.300000000000001,4FSK,[223 255],'2/3',0
0.4,4FSK,[223 255],'2/3',0.462443946188341
0.5,4FSK,[223 255],'2/3',0
0.600000000000001,4FSK,[223 255],'2/3',0.460762331838565
0.700000000000001,4FSK,[223 255],'2/3',0
0.800000000000001,4FSK,[223 255],'2/3',0.464686098654709
0.9,4FSK,[223 255],'2/3',0
1,4FSK,[223 255],'2/3',0.455997757847534
1.1,4FSK,[223 255],'2/3',0
1.2,4FSK,[223 255],'2/3',0.448150224215247
1.3,4FSK,[223 255],'2/3',0
1.4,4FSK,[223 255],'2/3',0.438621076233184
1.5,4FSK,[223 255],'2/3',0
1.6,4FSK,[223 255],'2/3',0.431053811659193
1.7,4FSK,[223 255],'2/3',0
1.8,4FSK,[223 255],'2/3',0.417040358744395
1.9,4FSK,[223 255],'2/3',0
2,4FSK,[223 255],'2/3',0.401065022421525
2.1,4FSK,[223 255],'2/3',0
2.2,4FSK,[223 255],'2/3',0.413116591928251
2.3,4FSK,[223 255],'2/3',0
2.4,4FSK,[223 255],'2/3',0.369394618834081
2.5,4FSK,[223 255],'2/3',0
2.6,4FSK,[223 255],'2/3',0.370795964125561
2.7,4FSK,[223 255],'2/3',0
2.8,4FSK,[223 255],'2/3',0.342769058295964
2.9,4FSK,[223 255],'2/3',0
3,4FSK,[223 255],'2/3',0.322589686098655
3.1,4FSK,[223 255],'2/3',0
3.2,4FSK,[223 255],'2/3',0.293441704035874
3.3,4FSK,[223 255],'2/3',0
3.4,4FSK,[223 255],'2/3',0.293441704035874
3.5,4FSK,[223 255],'2/3',0
3.6,4FSK,[223 255],'2/3',0.256352765321375
3.7,4FSK,[223 255],'2/3',0
3.8,4FSK,[223 255],'2/3',0.239723467862481
3.9,4FSK,[223 255],'2/3',0
4,4FSK,[223 255],'2/3',0.197683109118087
4.1,4FSK,[223 255],'2/3',0
4.2,4FSK,[223 255],'2/3',0.199177877428999
4.3,4FSK,[223 255],'2/3',0
4.4,4FSK,[223 255],'2/3',0.176289237668161
4.5,4FSK,[223 255],'2/3',0
4.6,4FSK,[223 255],'2/3',0.134304932735426
4.7,4FSK,[223 255],'2/3',0
4.8,4FSK,[223 255],'2/3',0.108931240657698
4.9,4FSK,[223 255],'2/3',0
5,4FSK,[223 255],'2/3',0.112107623318386
5.1,4FSK,[223 255],'2/3',0
5.2,4FSK,[223 255],'2/3',0.105194319880419
5.3,4FSK,[223 255],'2/3',0
5.4,4FSK,[223 255],'2/3',0.0693821624314898
5.5,4FSK,[223 255],'2/3',0
5.6,4FSK,[223 255],'2/3',0.0622820129546587
5.7,4FSK,[223 255],'2/3',0
5.8,4FSK,[223 255],'2/3',0.0602578475336323
5.9,4FSK,[223 255],'2/3',0
6,4FSK,[223 255],'2/3',0.0400784753363229
6.1,4FSK,[223 255],'2/3',0
6.2,4FSK,[223 255],'2/3',0.0349512002110261
6.3,4FSK,[223 255],'2/3',0
6.4,4FSK,[223 255],'2/3',0.0181361203529582
6.5,4FSK,[223 255],'2/3',0
6.6,4FSK,[223 255],'2/3',0.0118180119581465
6.7,4FSK,[223 255],'2/3',0
6.8,4FSK,[223 255],'2/3',0.00856094578067672
6.9,4FSK,[223 255],'2/3',0
7,4FSK,[223 255],'2/3',0.00181123878923767
7.1,4FSK,[223 255],'2/3',0
7.2,4FSK,[223 255],'2/3',0.000750303624813154
7.3,4FSK,[223 255],'2/3',0
7.4,4FSK,[223 255],'2/3',0.000128112347197135
7.5,4FSK,[223 255],'2/3',0
7.6,4FSK,[223 255],'2/3',4.12919422903815e-05
7.7,4FSK,[223 255],'2/3',0
7.8,4FSK,[223 255],'2/3',8.38997180969472e-06
7.9,4FSK,[223 255],'2/3',0
8,4FSK,[223 255],'2/3',1.50999492641705e-06
8.1,4FSK,[223 255],'2/3',0
8.2,4FSK,[223 255],'2/3',0
8.3,4FSK,[223 255],'2/3',0
8.4,4FSK,[223 255],'2/3',0
8.5,4FSK,[223 255],'2/3',0
8.6,4FSK,[223 255],'2/3',0
8.7,4FSK,[223 255],'2/3',0
8.8,4FSK,[223 255],'2/3',0
8.9,4FSK,[223 255],'2/3',0
9,4FSK,[223 255],'2/3',0
9.1,4FSK,[223 255],'2/3',0
9.2,4FSK,[223 255],'2/3',0
9.3,4FSK,[223 255],'2/3',0
9.4,4FSK,[223 255],'2/3',0
9.5,4FSK,[223 255],'2/3',0
9.6,4FSK,[223 255],'2/3',0
9.7,4FSK,[223 255],'2/3',0
9.8,4FSK,[223 255],'2/3',0
9.9,4FSK,[223 255],'2/3',0
10,4FSK,[223 255],'2/3',0
10.1,4FSK,[223 255],'2/3',0
10.2,4FSK,[223 255],'2/3',0
10.3,4FSK,[223 255],'2/3',0
10.4,4FSK,[223 255],'2/3',0
10.5,4FSK,[223 255],'2/3',0
10.6,4FSK,[223 255],'2/3',0
10.7,4FSK,[223 255],'2/3',0
10.8,4FSK,[223 255],'2/3',0
10.9,4FSK,[223 255],'2/3',0
11,4FSK,[223 255],'2/3',0
11.1,4FSK,[223 255],'2/3',0
11.2,4FSK,[223 255],'2/3',0
11.3,4FSK,[223 255],'2/3',0
11.4,4FSK,[223 255],'2/3',0
11.5,4FSK,[223 255],'2/3',0
11.6,4FSK,[223 255],'2/3',0
11.7,4FSK,[223 255],'2/3',0
11.8,4FSK,[223 255],'2/3',0
11.9,4FSK,[223 255],'2/3',0
12,4FSK,[223 255],'2/3',0
12.1,4FSK,[223 255],'2/3',0
12.2,4FSK,[223 255],'2/3',0
12.3,4FSK,[223 255],'2/3',0
12.4,4FSK,[223 255],'2/3',0
12.5,4FSK,[223 255],'2/3',0
12.6,4FSK,[223 255],'2/3',0
12.7,4FSK,[223 255],'2/3',0
12.8,4FSK,[223 255],'2/3',0
12.9,4FSK,[223 255],'2/3',0
13,4FSK,[223 255],'2/3',0
13.1,4FSK,[223 255],'2/3',0
13.2,4FSK,[223 255],'2/3',0
13.3,4FSK,[223 255],'2/3',0
13.4,4FSK,[223 255],'2/3',0
13.5,4FSK,[223 255],'2/3',0
13.6,4FSK,[223 255],'2/3',0
13.7,4FSK,[223 255],'2/3',0
13.8,4FSK,[223 255],'2/3',0
13.9,4FSK,[223 255],'2/3',0
14,4FSK,[223 255],'2/3',0
14.1,4FSK,[223 255],'2/3',0
14.2,4FSK,[223 255],'2/3',0
14.3,4FSK,[223 255],'2/3',0
14.4,4FSK,[223 255],'2/3',0
14.5,4FSK,[223 255],'2/3',0
14.6,4FSK,[223 255],'2/3',0
14.7,4FSK,[223 255],'2/3',0
14.8,4FSK,[223 255],'2/3',0
14.9,4FSK,[223 255],'2/3',0
15,4FSK,[223 255],'2/3',0
15.1,4FSK,[223 255],'2/3',0
15.2,4FSK,[223 255],'2/3',0
15.3,4FSK,[223 255],'2/3',0
15.4,4FSK,[223 255],'2/3',0
15.5,4FSK,[223 255],'2/3',0
15.6,4FSK,[223 255],'2/3',0
15.7,4FSK,[223 255],'2/3',0
15.8,4FSK,[223 255],'2/3',0
15.9,4FSK,[223 255],'2/3',0
16,4FSK,[223 255],'2/3',0
16.1,4FSK,[223 255],'2/3',0
16.2,4FSK,[223 255],'2/3',0
16.3,4FSK,[223 255],'2/3',0
16.4,4FSK,[223 255],'2/3',0
16.5,4FSK,[223 255],'2/3',0
16.6,4FSK,[223 255],'2/3',0
16.7,4FSK,[223 255],'2/3',0
16.8,4FSK,[223 255],'2/3',0
16.9,4FSK,[223 255],'2/3',0
17,4FSK,[223 255],'2/3',0
17.1,4FSK,[223 255],'2/3',0
17.2,4FSK,[223 255],'2/3',0
17.3,4FSK,[223 255],'2/3',0
17.4,4FSK,[223 255],'2/3',0
17.5,4FSK,[223 255],'2/3',0
17.6,4FSK,[223 255],'2/3',0
17.7,4FSK,[223 255],'2/3',0
17.8,4FSK,[223 255],'2/3',0
17.9,4FSK,[223 255],'2/3',0
18,4FSK,[223 255],'2/3',0
18.1,4FSK,[223 255],'2/3',0
18.2,4FSK,[223 255],'2/3',0
18.3,4FSK,[223 255],'2/3',0
18.4,4FSK,[223 255],'2/3',0
18.5,4FSK,[223 255],'2/3',0
18.6,4FSK,[223 255],'2/3',0
18.7,4FSK,[223 255],'2/3',0
18.8,4FSK,[223 255],'2/3',0
18.9,4FSK,[223 255],'2/3',0
19,4FSK,[223 255],'2/3',0
19.1,4FSK,[223 255],'2/3',0
19.2,4FSK,[223 255],'2/3',0
19.3,4FSK,[223 255],'2/3',0
19.4,4FSK,[223 255],'2/3',0
19.5,4FSK,[223 255],'2/3',0
19.6,4FSK,[223 255],'2/3',0
19.7,4FSK,[223 255],'2/3',0
19.8,4FSK,[223 255],'2/3',0
19.9,4FSK,[223 255],'2/3',0
20,4FSK,[223 255],'2/3',0
-10,4FSK,[223 255],'3/4',0.487387892376682
-9.9,4FSK,[223 255],'3/4',0
